Repository,SourceBranch,SourceCommit,RelativePath,Bytes,SHA256,Executable,Symlink
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,AI_Metadata/PROJECT_CONTEXT.md,9487,854f060cb509356166a6082a67378ba865958b22b4e3344abe91d53e4017082a,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,CheckLargeGitFilesPush.ps1,16144,5299f57bb5d87dc275f7ea40d12c305ff7c597552ed1d8553d0778f1bccdacdc,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/00_Setup/000_Preflight_und_Schema.sql,4139,462e4ad22de904d385270d424e1000c6564e3eaa2f24be22eae85ccc0d0bc7c9,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/010_VW_ModuleStatusCatalog.sql,5089,1e5e42e2e2f8748aca4b2ca2ca69802170384e20168f9d294f71f396bf611b19,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/020_VW_AnalyseClassCatalog.sql,10795,0fa15f8ded260b7f5ba09663d1a3a3c0de29fa6d8e3d436f43942afbedc667fc,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/021_VW_AnalysisCatalog.sql,63618,2e377328c77f63951b7968e8f89fe343a9323a36636148c5f0ed7edfb6a5ead9,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/022_VW_AnalysisSearchTerm.sql,30031,6055380b7c4a2fd7d79b965bb333137dea6098f8299724454a4d3dea4c779254,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/023_VW_AnalysisRelation.sql,26067,ffc5249efad19d71bc851a3bfe6e236036cea24826ab27fdc781939ed5c821d7,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/030_VW_AnalyseAccessPolicy.sql,3489,5db246fd8ba80478506c2a8533022383a6aad57c4983c21f65d9535d7530bfca,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/040_VW_AnalyseAccessCurrent.sql,6321,a3e7e2ab664ddc05afa9c969ce7c47ac97d96ab6badc2312a27fe2282e8093ee,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/050_USP_CheckAnalyseAccess.sql,11338,56f693f82a44b6d761feb75d8a55db1656d973e9f2f80c0d37e1d6377591287d,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql,55759,3fbdc86648a9ecb65af1ade4e139f891ff786e8b8f08917bf81740656ed83005,False,False
SQL_Server_Analyze,main,612bcc60d4a8a34c05ab28ffc6ce964e359df6c2,Code/01_Common/070_USP_CheckFrameworkCapabilities.sql,22227,db2ed1feb3e792bd7aff12d54409306dff51a794fd912d52a68c8b801a177949,False,False
