ProcedureName,ParameterName,DataType,DefaultExpression
USP_ExtendedEventsAnalysis,FilePath,nvarchar(4000),NULL
USP_ExtendedEventsAnalysis,VonUtc,datetime2(7),NULL
USP_ExtendedEventsAnalysis,BisUtc,datetime2(7),NULL
USP_ExtendedEventsAnalysis,MitSessionInventar,bit,1
USP_ExtendedEventsAnalysis,MitTargetRuntime,bit,0
USP_ExtendedEventsAnalysis,MitEvents,bit,0
USP_ExtendedEventsAnalysis,MitDeadlocks,bit,0
USP_ExtendedEventsAnalysis,MitBlockedProcesses,bit,0
USP_ExtendedEventsAnalysis,MaxZeilen,int,100
USP_ExtendedEventsAnalysis,BestaetigeTargetFlush,bit,0
USP_ExtendedEventsAnalysis,HighImpactConfirmed,bit,0
USP_ExtendedEventsAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_ExtendedEventsAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_ExtendedEventsAnalysis,JsonErzeugen,bit,0
USP_ExtendedEventsAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_ExtendedEventsAnalysis,PrintMeldungen,bit,1
USP_ExtendedEventsAnalysis,Hilfe,bit,0
USP_AgentStatus,ResultSetArt,varchar(16),'CONSOLE'
USP_AgentStatus,ResultTablesJson,nvarchar(max),NULL
USP_AgentStatus,JsonErzeugen,bit,0
USP_AgentStatus,Json,nvarchar(max),NULL OUTPUT
USP_AgentStatus,PrintMeldungen,bit,1
USP_AgentStatus,Hilfe,bit,0
USP_AgentJobs,JobNames,nvarchar(max),NULL
USP_AgentJobs,JobNamePattern,nvarchar(4000),NULL
USP_AgentJobs,NurProblematisch,bit,0
USP_AgentJobs,LongRunningMinutes,int,60
USP_AgentJobs,MaxZeilen,int,2000
USP_AgentJobs,ResultSetArt,varchar(16),'CONSOLE'
USP_AgentJobs,ResultTablesJson,nvarchar(max),NULL
USP_AgentJobs,JsonErzeugen,bit,0
USP_AgentJobs,Json,nvarchar(max),NULL OUTPUT
USP_AgentJobs,PrintMeldungen,bit,1
USP_AgentJobs,Hilfe,bit,0
USP_ResourceGovernorAnalysis,MitSessions,bit,1
USP_ResourceGovernorAnalysis,MaxZeilen,int,5000
USP_ResourceGovernorAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_ResourceGovernorAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_ResourceGovernorAnalysis,JsonErzeugen,bit,0
USP_ResourceGovernorAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_ResourceGovernorAnalysis,PrintMeldungen,bit,1
USP_ResourceGovernorAnalysis,Hilfe,bit,0
USP_AvailabilityGroups,MitRouting,bit,1
USP_AvailabilityGroups,MaxZeilen,int,5000
USP_AvailabilityGroups,ResultSetArt,varchar(16),'CONSOLE'
USP_AvailabilityGroups,ResultTablesJson,nvarchar(max),NULL
USP_AvailabilityGroups,JsonErzeugen,bit,0
USP_AvailabilityGroups,Json,nvarchar(max),NULL OUTPUT
USP_AvailabilityGroups,PrintMeldungen,bit,1
USP_AvailabilityGroups,Hilfe,bit,0
USP_BackupRecovery,DatabaseNames,nvarchar(max),NULL
USP_BackupRecovery,SystemdatenbankenEinbeziehen,bit,0
USP_BackupRecovery,DatabaseNamePattern,nvarchar(4000),NULL
USP_BackupRecovery,HighImpactConfirmed,bit,0
USP_BackupRecovery,FullWarnHours,int,48
USP_BackupRecovery,DiffWarnHours,int,24
USP_BackupRecovery,LogWarnMinutes,int,30
USP_BackupRecovery,MitRestoreHistory,bit,1
USP_BackupRecovery,MaxZeilen,int,5000
USP_BackupRecovery,ResultSetArt,varchar(16),'CONSOLE'
USP_BackupRecovery,ResultTablesJson,nvarchar(max),NULL
USP_BackupRecovery,JsonErzeugen,bit,0
USP_BackupRecovery,Json,nvarchar(max),NULL OUTPUT
USP_BackupRecovery,PrintMeldungen,bit,1
USP_BackupRecovery,Hilfe,bit,0
USP_LogShippingStatus,MaxZeilen,int,5000
USP_LogShippingStatus,ResultSetArt,varchar(16),'CONSOLE'
USP_LogShippingStatus,ResultTablesJson,nvarchar(max),NULL
USP_LogShippingStatus,JsonErzeugen,bit,0
USP_LogShippingStatus,Json,nvarchar(max),NULL OUTPUT
USP_LogShippingStatus,PrintMeldungen,bit,1
USP_LogShippingStatus,Hilfe,bit,0
USP_ReplicationStatus,MitDistributionDetails,bit,0
USP_ReplicationStatus,MaxZeilen,int,5000
USP_ReplicationStatus,HighImpactConfirmed,bit,0
USP_ReplicationStatus,ResultSetArt,varchar(16),'CONSOLE'
USP_ReplicationStatus,ResultTablesJson,nvarchar(max),NULL
USP_ReplicationStatus,JsonErzeugen,bit,0
USP_ReplicationStatus,Json,nvarchar(max),NULL OUTPUT
USP_ReplicationStatus,PrintMeldungen,bit,1
USP_ReplicationStatus,Hilfe,bit,0
USP_DataCaptureStatus,DatabaseNames,nvarchar(max),NULL
USP_DataCaptureStatus,SystemdatenbankenEinbeziehen,bit,0
USP_DataCaptureStatus,DatabaseNamePattern,nvarchar(4000),NULL
USP_DataCaptureStatus,HighImpactConfirmed,bit,0
USP_DataCaptureStatus,MaxZeilen,int,10000
USP_DataCaptureStatus,ResultSetArt,varchar(16),'CONSOLE'
USP_DataCaptureStatus,ResultTablesJson,nvarchar(max),NULL
USP_DataCaptureStatus,JsonErzeugen,bit,0
USP_DataCaptureStatus,Json,nvarchar(max),NULL OUTPUT
USP_DataCaptureStatus,PrintMeldungen,bit,1
USP_DataCaptureStatus,Hilfe,bit,0
USP_InfrastructureAnalysis,MitAgent,bit,1
USP_InfrastructureAnalysis,MitAgentJobs,bit,1
USP_InfrastructureAnalysis,MitResourceGovernor,bit,1
USP_InfrastructureAnalysis,MitAvailabilityGroups,bit,1
USP_InfrastructureAnalysis,MitBackupRecovery,bit,1
USP_InfrastructureAnalysis,MitLogShipping,bit,1
USP_InfrastructureAnalysis,MitReplication,bit,1
USP_InfrastructureAnalysis,MitDataCapture,bit,1
USP_InfrastructureAnalysis,MitReplicationDetails,bit,0
USP_InfrastructureAnalysis,MitBackupChain,bit,0
USP_InfrastructureAnalysis,MitAvailabilityDeep,bit,0
USP_InfrastructureAnalysis,MitAgentMonitoring,bit,0
USP_InfrastructureAnalysis,DatabaseNames,nvarchar(max),NULL
USP_InfrastructureAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_InfrastructureAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_InfrastructureAnalysis,HighImpactConfirmed,bit,0
USP_InfrastructureAnalysis,MaxZeilen,int,2000
USP_InfrastructureAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_InfrastructureAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_InfrastructureAnalysis,JsonErzeugen,bit,0
USP_InfrastructureAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_InfrastructureAnalysis,PrintMeldungen,bit,1
USP_InfrastructureAnalysis,Hilfe,bit,0
USP_BackupChainAnalysis,DatabaseNames,nvarchar(max),NULL
USP_BackupChainAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_BackupChainAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_BackupChainAnalysis,HighImpactConfirmed,bit,0
USP_BackupChainAnalysis,HistoryDays,int,35
USP_BackupChainAnalysis,MitRestoreEvidence,bit,1
USP_BackupChainAnalysis,MaxZeilen,int,1000
USP_BackupChainAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_BackupChainAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_BackupChainAnalysis,JsonErzeugen,bit,0
USP_BackupChainAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_BackupChainAnalysis,PrintMeldungen,bit,1
USP_BackupChainAnalysis,Hilfe,bit,0
USP_BackupChainAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_BackupChainAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_BackupChainAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_BackupChainAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_AvailabilityDeepAnalysis,QueueWarnMb,bigint,1024
USP_AvailabilityDeepAnalysis,SecondaryLagWarnSeconds,int,60
USP_AvailabilityDeepAnalysis,MitClusterNetzwerken,bit,0
USP_AvailabilityDeepAnalysis,MaxZeilen,int,1000
USP_AvailabilityDeepAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_AvailabilityDeepAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_AvailabilityDeepAnalysis,JsonErzeugen,bit,0
USP_AvailabilityDeepAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_AvailabilityDeepAnalysis,PrintMeldungen,bit,1
USP_AvailabilityDeepAnalysis,Hilfe,bit,0
USP_AvailabilityDeepAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_AvailabilityDeepAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_AvailabilityDeepAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_AvailabilityDeepAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_AgentMonitoringAnalysis,HistoryHours,int,24
USP_AgentMonitoringAnalysis,MitJobStatus,bit,1
USP_AgentMonitoringAnalysis,MitDatabaseMail,bit,1
USP_AgentMonitoringAnalysis,MaxZeilen,int,1000
USP_AgentMonitoringAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_AgentMonitoringAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_AgentMonitoringAnalysis,JsonErzeugen,bit,0
USP_AgentMonitoringAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_AgentMonitoringAnalysis,PrintMeldungen,bit,1
USP_AgentMonitoringAnalysis,Hilfe,bit,0
USP_AgentMonitoringAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_AgentMonitoringAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_AgentMonitoringAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_AgentMonitoringAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_MaintenanceOperations,DatabaseNames,nvarchar(max),NULL
USP_MaintenanceOperations,SystemdatenbankenEinbeziehen,bit,0
USP_MaintenanceOperations,DatabaseNamePattern,nvarchar(4000),NULL
USP_MaintenanceOperations,HighImpactConfirmed,bit,0
USP_MaintenanceOperations,JobNames,nvarchar(max),NULL
USP_MaintenanceOperations,JobNamePattern,nvarchar(4000),NULL
USP_MaintenanceOperations,NurProblematisch,bit,0
USP_MaintenanceOperations,ResumablePausedWarnMinutes,int,60
USP_MaintenanceOperations,BlockedWarnMs,bigint,5000
USP_MaintenanceOperations,PvsWarnMb,"decimal(19,2)",1024
USP_MaintenanceOperations,AbortedTransactionsWarnCount,bigint,1
USP_MaintenanceOperations,MaxZeilen,int,1000
USP_MaintenanceOperations,LockTimeoutMs,int,0
USP_MaintenanceOperations,ResultSetArt,varchar(16),'CONSOLE'
USP_MaintenanceOperations,ResultTablesJson,nvarchar(max),NULL
USP_MaintenanceOperations,JsonErzeugen,bit,0
USP_MaintenanceOperations,Json,nvarchar(max),NULL OUTPUT
USP_MaintenanceOperations,PrintMeldungen,bit,1
USP_MaintenanceOperations,Hilfe,bit,0
USP_MaintenanceOperations,StatusCodeOut,varchar(40),NULL OUTPUT
USP_MaintenanceOperations,IsPartialOut,bit,NULL OUTPUT
USP_MaintenanceOperations,ErrorNumberOut,int,NULL OUTPUT
USP_MaintenanceOperations,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ErrorLogAnalysis,AgentEinbeziehen,bit,0
USP_ErrorLogAnalysis,MaxArchivNummer,tinyint,0
USP_ErrorLogAnalysis,SeitServerlokalzeit,"datetime2(3)",NULL
USP_ErrorLogAnalysis,Suchtext1,nvarchar(4000),NULL
USP_ErrorLogAnalysis,Suchtext2,nvarchar(4000),NULL
USP_ErrorLogAnalysis,MeldungstextEinbeziehen,bit,0
USP_ErrorLogAnalysis,MaxMeldungszeichen,int,4000
USP_ErrorLogAnalysis,MaxQuellzeilen,int,10000
USP_ErrorLogAnalysis,MaxZeilen,int,1000
USP_ErrorLogAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_ErrorLogAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_ErrorLogAnalysis,JsonErzeugen,bit,0
USP_ErrorLogAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_ErrorLogAnalysis,PrintMeldungen,bit,1
USP_ErrorLogAnalysis,Hilfe,bit,0
USP_ErrorLogAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_ErrorLogAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_ErrorLogAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_ErrorLogAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ServerCpuTopology,PrintMeldungen,bit,1
USP_ServerCpuTopology,Hilfe,bit,0
USP_ServerCpuTopology,ResultSetArt,varchar(16),'CONSOLE'
USP_ServerCpuTopology,ResultTablesJson,nvarchar(max),NULL
USP_ServerCpuTopology,JsonErzeugen,bit,0
USP_ServerCpuTopology,Json,nvarchar(max),NULL OUTPUT
USP_ServerCpuTopology,StatusCodeOut,varchar(40),NULL OUTPUT
USP_ServerCpuTopology,IsPartialOut,bit,NULL OUTPUT
USP_ServerCpuTopology,ErrorNumberOut,int,NULL OUTPUT
USP_ServerCpuTopology,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ServerNuma,PrintMeldungen,bit,1
USP_ServerNuma,Hilfe,bit,0
USP_ServerNuma,ResultSetArt,varchar(16),'CONSOLE'
USP_ServerNuma,ResultTablesJson,nvarchar(max),NULL
USP_ServerNuma,JsonErzeugen,bit,0
USP_ServerNuma,Json,nvarchar(max),NULL OUTPUT
USP_ServerNuma,StatusCodeOut,varchar(40),NULL OUTPUT
USP_ServerNuma,IsPartialOut,bit,NULL OUTPUT
USP_ServerNuma,ErrorNumberOut,int,NULL OUTPUT
USP_ServerNuma,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ServerMemory,MaxZeilen,int,100
USP_ServerMemory,PrintMeldungen,bit,1
USP_ServerMemory,Hilfe,bit,0
USP_ServerMemory,ResultSetArt,varchar(16),'CONSOLE'
USP_ServerMemory,ResultTablesJson,nvarchar(max),NULL
USP_ServerMemory,JsonErzeugen,bit,0
USP_ServerMemory,Json,nvarchar(max),NULL OUTPUT
USP_ServerMemory,StatusCodeOut,varchar(40),NULL OUTPUT
USP_ServerMemory,IsPartialOut,bit,NULL OUTPUT
USP_ServerMemory,ErrorNumberOut,int,NULL OUTPUT
USP_ServerMemory,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_TempDBConfiguration,PrintMeldungen,bit,1
USP_TempDBConfiguration,Hilfe,bit,0
USP_TempDBConfiguration,ResultSetArt,varchar(16),'CONSOLE'
USP_TempDBConfiguration,ResultTablesJson,nvarchar(max),NULL
USP_TempDBConfiguration,JsonErzeugen,bit,0
USP_TempDBConfiguration,Json,nvarchar(max),NULL OUTPUT
USP_TempDBConfiguration,StatusCodeOut,varchar(40),NULL OUTPUT
USP_TempDBConfiguration,IsPartialOut,bit,NULL OUTPUT
USP_TempDBConfiguration,ErrorNumberOut,int,NULL OUTPUT
USP_TempDBConfiguration,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ServerConfiguration,NurKernparameter,bit,1
USP_ServerConfiguration,PrintMeldungen,bit,1
USP_ServerConfiguration,Hilfe,bit,0
USP_ServerConfiguration,ResultSetArt,varchar(16),'CONSOLE'
USP_ServerConfiguration,ResultTablesJson,nvarchar(max),NULL
USP_ServerConfiguration,JsonErzeugen,bit,0
USP_ServerConfiguration,Json,nvarchar(max),NULL OUTPUT
USP_ServerConfiguration,StatusCodeOut,varchar(40),NULL OUTPUT
USP_ServerConfiguration,IsPartialOut,bit,NULL OUTPUT
USP_ServerConfiguration,ErrorNumberOut,int,NULL OUTPUT
USP_ServerConfiguration,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_TraceFlags,PrintMeldungen,bit,1
USP_TraceFlags,Hilfe,bit,0
USP_TraceFlags,ResultSetArt,varchar(16),'CONSOLE'
USP_TraceFlags,ResultTablesJson,nvarchar(max),NULL
USP_TraceFlags,JsonErzeugen,bit,0
USP_TraceFlags,Json,nvarchar(max),NULL OUTPUT
USP_TraceFlags,StatusCodeOut,varchar(40),NULL OUTPUT
USP_TraceFlags,IsPartialOut,bit,NULL OUTPUT
USP_TraceFlags,ErrorNumberOut,int,NULL OUTPUT
USP_TraceFlags,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_StartupParameters,PrintMeldungen,bit,1
USP_StartupParameters,Hilfe,bit,0
USP_StartupParameters,ResultSetArt,varchar(16),'CONSOLE'
USP_StartupParameters,ResultTablesJson,nvarchar(max),NULL
USP_StartupParameters,JsonErzeugen,bit,0
USP_StartupParameters,Json,nvarchar(max),NULL OUTPUT
USP_StartupParameters,StatusCodeOut,varchar(40),NULL OUTPUT
USP_StartupParameters,IsPartialOut,bit,NULL OUTPUT
USP_StartupParameters,ErrorNumberOut,int,NULL OUTPUT
USP_StartupParameters,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_OSInformation,PrintMeldungen,bit,1
USP_OSInformation,Hilfe,bit,0
USP_OSInformation,ResultSetArt,varchar(16),'CONSOLE'
USP_OSInformation,ResultTablesJson,nvarchar(max),NULL
USP_OSInformation,JsonErzeugen,bit,0
USP_OSInformation,Json,nvarchar(max),NULL OUTPUT
USP_OSInformation,StatusCodeOut,varchar(40),NULL OUTPUT
USP_OSInformation,IsPartialOut,bit,NULL OUTPUT
USP_OSInformation,ErrorNumberOut,int,NULL OUTPUT
USP_OSInformation,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ServerSecurityConfiguration,PrintMeldungen,bit,1
USP_ServerSecurityConfiguration,Hilfe,bit,0
USP_ServerSecurityConfiguration,ResultSetArt,varchar(16),'CONSOLE'
USP_ServerSecurityConfiguration,ResultTablesJson,nvarchar(max),NULL
USP_ServerSecurityConfiguration,JsonErzeugen,bit,0
USP_ServerSecurityConfiguration,Json,nvarchar(max),NULL OUTPUT
USP_ServerSecurityConfiguration,StatusCodeOut,varchar(40),NULL OUTPUT
USP_ServerSecurityConfiguration,IsPartialOut,bit,NULL OUTPUT
USP_ServerSecurityConfiguration,ErrorNumberOut,int,NULL OUTPUT
USP_ServerSecurityConfiguration,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ServerHealthAnalysis,MitCpu,bit,1
USP_ServerHealthAnalysis,MitNuma,bit,1
USP_ServerHealthAnalysis,MitMemory,bit,1
USP_ServerHealthAnalysis,MitTempDB,bit,1
USP_ServerHealthAnalysis,MitConfiguration,bit,1
USP_ServerHealthAnalysis,MitTraceFlags,bit,1
USP_ServerHealthAnalysis,MitStartup,bit,1
USP_ServerHealthAnalysis,MitOS,bit,1
USP_ServerHealthAnalysis,MitSecurity,bit,1
USP_ServerHealthAnalysis,MitIntegritaet,bit,0
USP_ServerHealthAnalysis,MitKapazitaet,bit,0
USP_ServerHealthAnalysis,MitPerformanceCounters,bit,0
USP_ServerHealthAnalysis,MitCriticalEvents,bit,0
USP_ServerHealthAnalysis,MitContention,bit,0
USP_ServerHealthAnalysis,MitBufferPool,bit,0
USP_ServerHealthAnalysis,MitFindings,bit,0
USP_ServerHealthAnalysis,DatabaseNames,nvarchar(max),NULL
USP_ServerHealthAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_ServerHealthAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_ServerHealthAnalysis,HighImpactConfirmed,bit,0
USP_ServerHealthAnalysis,MaxZeilen,int,100
USP_ServerHealthAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_ServerHealthAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_ServerHealthAnalysis,JsonErzeugen,bit,0
USP_ServerHealthAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_ServerHealthAnalysis,PrintMeldungen,bit,1
USP_ServerHealthAnalysis,Hilfe,bit,0
USP_DatabaseIntegrityAnalysis,DatabaseNames,nvarchar(max),NULL
USP_DatabaseIntegrityAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_DatabaseIntegrityAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_DatabaseIntegrityAnalysis,HighImpactConfirmed,bit,0
USP_DatabaseIntegrityAnalysis,CheckdbWarnHours,int,168
USP_DatabaseIntegrityAnalysis,BackupHistoryDays,int,35
USP_DatabaseIntegrityAnalysis,MitPageDetails,bit,0
USP_DatabaseIntegrityAnalysis,MaxZeilen,int,1000
USP_DatabaseIntegrityAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_DatabaseIntegrityAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_DatabaseIntegrityAnalysis,JsonErzeugen,bit,0
USP_DatabaseIntegrityAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_DatabaseIntegrityAnalysis,PrintMeldungen,bit,1
USP_DatabaseIntegrityAnalysis,Hilfe,bit,0
USP_DatabaseIntegrityAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_DatabaseIntegrityAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_DatabaseIntegrityAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_DatabaseIntegrityAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_DatabaseCapacityAnalysis,DatabaseNames,nvarchar(max),NULL
USP_DatabaseCapacityAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_DatabaseCapacityAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_DatabaseCapacityAnalysis,HighImpactConfirmed,bit,0
USP_DatabaseCapacityAnalysis,MinVolumeFreePercent,"decimal(9,2)",10.00
USP_DatabaseCapacityAnalysis,NurProblematisch,bit,0
USP_DatabaseCapacityAnalysis,MaxZeilen,int,1000
USP_DatabaseCapacityAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_DatabaseCapacityAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_DatabaseCapacityAnalysis,JsonErzeugen,bit,0
USP_DatabaseCapacityAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_DatabaseCapacityAnalysis,PrintMeldungen,bit,1
USP_DatabaseCapacityAnalysis,Hilfe,bit,0
USP_DatabaseCapacityAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_DatabaseCapacityAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_DatabaseCapacityAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_DatabaseCapacityAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_PerformanceCounters,ObjectNames,nvarchar(max),NULL
USP_PerformanceCounters,CounterNames,nvarchar(max),NULL
USP_PerformanceCounters,SampleSeconds,tinyint,0
USP_PerformanceCounters,MaxZeilen,int,1000
USP_PerformanceCounters,ResultSetArt,varchar(16),'CONSOLE'
USP_PerformanceCounters,ResultTablesJson,nvarchar(max),NULL
USP_PerformanceCounters,JsonErzeugen,bit,0
USP_PerformanceCounters,Json,nvarchar(max),NULL OUTPUT
USP_PerformanceCounters,PrintMeldungen,bit,1
USP_PerformanceCounters,Hilfe,bit,0
USP_PerformanceCounters,StatusCodeOut,varchar(40),NULL OUTPUT
USP_PerformanceCounters,IsPartialOut,bit,NULL OUTPUT
USP_PerformanceCounters,ErrorNumberOut,int,NULL OUTPUT
USP_PerformanceCounters,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_CriticalEngineEvents,SourceExtendedEventSessionName,nvarchar(258),N'system_health'
USP_CriticalEngineEvents,FilePath,nvarchar(4000),NULL
USP_CriticalEngineEvents,VonUtc,datetime2(7),NULL
USP_CriticalEngineEvents,BisUtc,datetime2(7),NULL
USP_CriticalEngineEvents,MinErrorSeverity,tinyint,20
USP_CriticalEngineEvents,MitSystemHealth,bit,1
USP_CriticalEngineEvents,MitServerDiagnostics,bit,0
USP_CriticalEngineEvents,MitEventXml,bit,0
USP_CriticalEngineEvents,MaxZeilen,int,500
USP_CriticalEngineEvents,ResultSetArt,varchar(16),'CONSOLE'
USP_CriticalEngineEvents,ResultTablesJson,nvarchar(max),NULL
USP_CriticalEngineEvents,JsonErzeugen,bit,0
USP_CriticalEngineEvents,Json,nvarchar(max),NULL OUTPUT
USP_CriticalEngineEvents,PrintMeldungen,bit,1
USP_CriticalEngineEvents,Hilfe,bit,0
USP_CriticalEngineEvents,StatusCodeOut,varchar(40),NULL OUTPUT
USP_CriticalEngineEvents,IsPartialOut,bit,NULL OUTPUT
USP_CriticalEngineEvents,ErrorNumberOut,int,NULL OUTPUT
USP_CriticalEngineEvents,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_InternalContentionAnalysis,SampleSeconds,tinyint,5
USP_InternalContentionAnalysis,MitSpinlocks,bit,1
USP_InternalContentionAnalysis,MitHotPages,bit,1
USP_InternalContentionAnalysis,MitPageDetails,bit,0
USP_InternalContentionAnalysis,MaxZeilen,int,100
USP_InternalContentionAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_InternalContentionAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_InternalContentionAnalysis,JsonErzeugen,bit,0
USP_InternalContentionAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_InternalContentionAnalysis,PrintMeldungen,bit,1
USP_InternalContentionAnalysis,Hilfe,bit,0
USP_InternalContentionAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_InternalContentionAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_InternalContentionAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_InternalContentionAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_BufferPoolAnalysis,MitMemoryClerks,bit,1
USP_BufferPoolAnalysis,MitBufferPoolVerteilung,bit,0
USP_BufferPoolAnalysis,MaxZeilen,int,100
USP_BufferPoolAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_BufferPoolAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_BufferPoolAnalysis,JsonErzeugen,bit,0
USP_BufferPoolAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_BufferPoolAnalysis,PrintMeldungen,bit,1
USP_BufferPoolAnalysis,Hilfe,bit,0
USP_BufferPoolAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_BufferPoolAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_BufferPoolAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_BufferPoolAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_DiagnosticFindings,DatabaseNames,nvarchar(max),NULL
USP_DiagnosticFindings,SystemdatenbankenEinbeziehen,bit,0
USP_DiagnosticFindings,DatabaseNamePattern,nvarchar(4000),NULL
USP_DiagnosticFindings,HighImpactConfirmed,bit,0
USP_DiagnosticFindings,MitIntegritaet,bit,1
USP_DiagnosticFindings,MitKapazitaet,bit,1
USP_DiagnosticFindings,MitSpeicher,bit,1
USP_DiagnosticFindings,MitBackupketten,bit,1
USP_DiagnosticFindings,MitAvailability,bit,1
USP_DiagnosticFindings,MitAgentMonitoring,bit,1
USP_DiagnosticFindings,MitSchemaDesign,bit,0
USP_DiagnosticFindings,MitStatistikverteilung,bit,0
USP_DiagnosticFindings,MitIQP,bit,0
USP_DiagnosticFindings,MitContention,bit,0
USP_DiagnosticFindings,ContentionSampleSeconds,tinyint,5
USP_DiagnosticFindings,ContentionMinWaitMs,bigint,1000
USP_DiagnosticFindings,ParentIntegrityJson,nvarchar(max),NULL
USP_DiagnosticFindings,ParentCapacityJson,nvarchar(max),NULL
USP_DiagnosticFindings,ParentBufferPoolJson,nvarchar(max),NULL
