ProcedureName,ParameterName,DataType,DefaultExpression
USP_IndexPhysicalStats,MaxZeilen,int,10000
USP_IndexPhysicalStats,LockTimeoutMs,int,0
USP_IndexPhysicalStats,ResultSetArt,varchar(16),'CONSOLE'
USP_IndexPhysicalStats,ResultTablesJson,nvarchar(max),NULL
USP_IndexPhysicalStats,JsonErzeugen,bit,0
USP_IndexPhysicalStats,Json,nvarchar(max),NULL OUTPUT
USP_IndexPhysicalStats,PrintMeldungen,bit,1
USP_IndexPhysicalStats,Hilfe,bit,0
USP_VectorIndexAnalysis,DatabaseNames,nvarchar(max),NULL
USP_VectorIndexAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_VectorIndexAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_VectorIndexAnalysis,HighImpactConfirmed,bit,0
USP_VectorIndexAnalysis,SchemaNames,nvarchar(max),NULL
USP_VectorIndexAnalysis,SchemaNamePattern,nvarchar(4000),NULL
USP_VectorIndexAnalysis,ObjectNames,nvarchar(max),NULL
USP_VectorIndexAnalysis,ObjectNamePattern,nvarchar(4000),NULL
USP_VectorIndexAnalysis,FullObjectNames,nvarchar(max),NULL
USP_VectorIndexAnalysis,IndexNames,nvarchar(max),NULL
USP_VectorIndexAnalysis,IndexNamePattern,nvarchar(4000),NULL
USP_VectorIndexAnalysis,StalenessReviewPercent,"decimal(5,2)",15.00
USP_VectorIndexAnalysis,MaxZeilen,int,2000
USP_VectorIndexAnalysis,LockTimeoutMs,int,0
USP_VectorIndexAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_VectorIndexAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_VectorIndexAnalysis,JsonErzeugen,bit,0
USP_VectorIndexAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_VectorIndexAnalysis,PrintMeldungen,bit,1
USP_VectorIndexAnalysis,Hilfe,bit,0
USP_VectorIndexAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_VectorIndexAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_VectorIndexAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_VectorIndexAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ObjectAnalysis,DatabaseNames,nvarchar(max),NULL
USP_ObjectAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_ObjectAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_ObjectAnalysis,HighImpactConfirmed,bit,0
USP_ObjectAnalysis,SchemaNames,nvarchar(max),NULL
USP_ObjectAnalysis,SchemaNamePattern,nvarchar(4000),NULL
USP_ObjectAnalysis,ObjectNames,nvarchar(max),NULL
USP_ObjectAnalysis,ObjectNamePattern,nvarchar(4000),NULL
USP_ObjectAnalysis,FullObjectNames,nvarchar(max),NULL
USP_ObjectAnalysis,IndexNames,nvarchar(max),NULL
USP_ObjectAnalysis,IndexNamePattern,nvarchar(4000),NULL
USP_ObjectAnalysis,StatisticsNames,nvarchar(max),NULL
USP_ObjectAnalysis,StatisticsNamePattern,nvarchar(4000),NULL
USP_ObjectAnalysis,Vollanalyse,bit,0
USP_ObjectAnalysis,MitObjectInventory,bit,1
USP_ObjectAnalysis,MitIndexUsage,bit,1
USP_ObjectAnalysis,MitMissingIndexes,bit,1
USP_ObjectAnalysis,MitOperationalStats,bit,0
USP_ObjectAnalysis,MitStatistics,bit,0
USP_ObjectAnalysis,MitStatisticsDistribution,bit,0
USP_ObjectAnalysis,MitPartitions,bit,0
USP_ObjectAnalysis,MitColumnstore,bit,0
USP_ObjectAnalysis,MitPhysicalStats,bit,0
USP_ObjectAnalysis,MitVectorIndexes,bit,0
USP_ObjectAnalysis,MitSchemaDesign,bit,0
USP_ObjectAnalysis,MaxZeilen,int,2000
USP_ObjectAnalysis,LockTimeoutMs,int,0
USP_ObjectAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_ObjectAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_ObjectAnalysis,JsonErzeugen,bit,0
USP_ObjectAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_ObjectAnalysis,PrintMeldungen,bit,1
USP_ObjectAnalysis,Hilfe,bit,0
USP_SchemaDesignAnalysis,DatabaseNames,nvarchar(max),NULL
USP_SchemaDesignAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_SchemaDesignAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_SchemaDesignAnalysis,HighImpactConfirmed,bit,0
USP_SchemaDesignAnalysis,IdentityWarnPercent,"decimal(5,2)",80.00
USP_SchemaDesignAnalysis,MaxZeilen,int,1000
USP_SchemaDesignAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_SchemaDesignAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_SchemaDesignAnalysis,JsonErzeugen,bit,0
USP_SchemaDesignAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_SchemaDesignAnalysis,PrintMeldungen,bit,1
USP_SchemaDesignAnalysis,Hilfe,bit,0
USP_SchemaDesignAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_SchemaDesignAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_SchemaDesignAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_SchemaDesignAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_QueryStats,DatabaseNames,nvarchar(max),NULL
USP_QueryStats,SystemdatenbankenEinbeziehen,bit,0
USP_QueryStats,DatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStats,HighImpactConfirmed,bit,0
USP_QueryStats,QueryHash,binary(8),NULL
USP_QueryStats,QueryPlanHash,binary(8),NULL
USP_QueryStats,SqlHandle,varbinary(64),NULL
USP_QueryStats,PlanHandle,varbinary(64),NULL
USP_QueryStats,TextPattern,nvarchar(4000),NULL
USP_QueryStats,Sortierung,varchar(32),'CPU_TOTAL'
USP_QueryStats,AnalyseModus,varchar(16),'TOP'
USP_QueryStats,MinExecutionCount,bigint,1
USP_QueryStats,VonUtc,datetime2(7),NULL
USP_QueryStats,MaxZeilen,int,100
USP_QueryStats,MaxSqlTextZeichen,int,4000
USP_QueryStats,ParentQueryStatsSnapshot,bit,0
USP_QueryStats,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStats,ResultTablesJson,nvarchar(max),NULL
USP_QueryStats,JsonErzeugen,bit,0
USP_QueryStats,Json,nvarchar(max),NULL OUTPUT
USP_QueryStats,PrintMeldungen,bit,1
USP_QueryStats,Hilfe,bit,0
USP_QueryHashAnalysis,QueryHash,binary(8),NULL
USP_QueryHashAnalysis,Sortierung,varchar(32),'CPU_TOTAL'
USP_QueryHashAnalysis,AnalyseModus,varchar(16),'TOP'
USP_QueryHashAnalysis,MinExecutionCount,bigint,1
USP_QueryHashAnalysis,MinPlanVarianten,int,1
USP_QueryHashAnalysis,MaxZeilen,int,100
USP_QueryHashAnalysis,MaxSqlTextZeichen,int,4000
USP_QueryHashAnalysis,ParentQueryStatsSnapshot,bit,0
USP_QueryHashAnalysis,HighImpactConfirmed,bit,0
USP_QueryHashAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryHashAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_QueryHashAnalysis,JsonErzeugen,bit,0
USP_QueryHashAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_QueryHashAnalysis,PrintMeldungen,bit,1
USP_QueryHashAnalysis,Hilfe,bit,0
USP_PlanCacheHealth,AnalyseModus,varchar(16),'SUMMARY'
USP_PlanCacheHealth,MitDatenbankVerteilung,bit,0
USP_PlanCacheHealth,MitSingleUseDetails,bit,0
USP_PlanCacheHealth,MaxZeilen,int,100
USP_PlanCacheHealth,HighImpactConfirmed,bit,0
USP_PlanCacheHealth,MaxSqlTextZeichen,int,4000
USP_PlanCacheHealth,ResultSetArt,varchar(16),'CONSOLE'
USP_PlanCacheHealth,ResultTablesJson,nvarchar(max),NULL
USP_PlanCacheHealth,JsonErzeugen,bit,0
USP_PlanCacheHealth,Json,nvarchar(max),NULL OUTPUT
USP_PlanCacheHealth,PrintMeldungen,bit,1
USP_PlanCacheHealth,Hilfe,bit,0
USP_PlanDetails,SessionIds,nvarchar(max),NULL
USP_PlanDetails,PlanHandle,varbinary(64),NULL
USP_PlanDetails,SqlHandle,varbinary(64),NULL
USP_PlanDetails,QueryHash,binary(8),NULL
USP_PlanDetails,MitPlanAttributes,bit,1
USP_PlanDetails,MitCompilePlan,bit,1
USP_PlanDetails,MitTextPlan,bit,0
USP_PlanDetails,MitLastActualPlan,bit,0
USP_PlanDetails,MitLivePlan,bit,0
USP_PlanDetails,MaxAnalyseobjekte,int,20
USP_PlanDetails,HighImpactConfirmed,bit,0
USP_PlanDetails,MaxSqlTextZeichen,int,8000
USP_PlanDetails,ResultSetArt,varchar(16),'CONSOLE'
USP_PlanDetails,ResultTablesJson,nvarchar(max),NULL
USP_PlanDetails,JsonErzeugen,bit,0
USP_PlanDetails,Json,nvarchar(max),NULL OUTPUT
USP_PlanDetails,PrintMeldungen,bit,1
USP_PlanDetails,Hilfe,bit,0
USP_PlanCacheAnalysis,MitQueryStats,bit,1
USP_PlanCacheAnalysis,MitQueryHashAnalysis,bit,0
USP_PlanCacheAnalysis,MitPlanCacheHealth,bit,0
USP_PlanCacheAnalysis,MitShowplanAnalysis,bit,0
USP_PlanCacheAnalysis,DatabaseNames,nvarchar(max),NULL
USP_PlanCacheAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_PlanCacheAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_PlanCacheAnalysis,HighImpactConfirmed,bit,0
USP_PlanCacheAnalysis,QueryHash,binary(8),NULL
USP_PlanCacheAnalysis,QueryPlanHash,binary(8),NULL
USP_PlanCacheAnalysis,PlanHandle,varbinary(64),NULL
USP_PlanCacheAnalysis,TextPattern,nvarchar(4000),NULL
USP_PlanCacheAnalysis,Sortierung,varchar(32),'CPU_TOTAL'
USP_PlanCacheAnalysis,AnalyseModus,varchar(16),'TOP'
USP_PlanCacheAnalysis,MaxZeilen,int,100
USP_PlanCacheAnalysis,MaxAnalyseobjekte,int,20
USP_PlanCacheAnalysis,MaxDurationSeconds,int,30
USP_PlanCacheAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_PlanCacheAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_PlanCacheAnalysis,JsonErzeugen,bit,0
USP_PlanCacheAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_PlanCacheAnalysis,PrintMeldungen,bit,1
USP_PlanCacheAnalysis,Hilfe,bit,0
USP_QueryStoreStatus,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStoreStatus,SystemdatenbankenEinbeziehen,bit,0
USP_QueryStoreStatus,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreStatus,HighImpactConfirmed,bit,0
USP_QueryStoreStatus,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStoreStatus,ResultTablesJson,nvarchar(max),NULL
USP_QueryStoreStatus,JsonErzeugen,bit,0
USP_QueryStoreStatus,Json,nvarchar(max),NULL OUTPUT
USP_QueryStoreStatus,PrintMeldungen,bit,1
USP_QueryStoreStatus,Hilfe,bit,0
USP_QueryStoreRuntimeStats,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStoreRuntimeStats,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreRuntimeStats,HighImpactConfirmed,bit,0
USP_QueryStoreRuntimeStats,ReferencedDatabaseNames,nvarchar(max),NULL
USP_QueryStoreRuntimeStats,ReferencedDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreRuntimeStats,QueryId,bigint,NULL
USP_QueryStoreRuntimeStats,QueryHash,binary(8),NULL
USP_QueryStoreRuntimeStats,TextPattern,nvarchar(4000),NULL
USP_QueryStoreRuntimeStats,VonUtc,datetime2(7),NULL
USP_QueryStoreRuntimeStats,BisUtc,datetime2(7),NULL
USP_QueryStoreRuntimeStats,Sortierung,varchar(32),'CPU_TOTAL'
USP_QueryStoreRuntimeStats,AnalyseModus,varchar(16),'TOP'
USP_QueryStoreRuntimeStats,MaxZeilen,int,100
USP_QueryStoreRuntimeStats,MitPlanXml,bit,0
USP_QueryStoreRuntimeStats,MaxSqlTextZeichen,int,4000
USP_QueryStoreRuntimeStats,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStoreRuntimeStats,ResultTablesJson,nvarchar(max),NULL
USP_QueryStoreRuntimeStats,JsonErzeugen,bit,0
USP_QueryStoreRuntimeStats,Json,nvarchar(max),NULL OUTPUT
USP_QueryStoreRuntimeStats,PrintMeldungen,bit,1
USP_QueryStoreRuntimeStats,Hilfe,bit,0
USP_QueryStoreWaitStats,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStoreWaitStats,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreWaitStats,HighImpactConfirmed,bit,0
USP_QueryStoreWaitStats,ReferencedDatabaseNames,nvarchar(max),NULL
USP_QueryStoreWaitStats,ReferencedDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreWaitStats,QueryId,bigint,NULL
USP_QueryStoreWaitStats,QueryHash,binary(8),NULL
USP_QueryStoreWaitStats,WaitCategory,nvarchar(128),NULL
USP_QueryStoreWaitStats,VonUtc,datetime2(7),NULL
USP_QueryStoreWaitStats,BisUtc,datetime2(7),NULL
USP_QueryStoreWaitStats,AnalyseModus,varchar(16),'TOP'
USP_QueryStoreWaitStats,MaxZeilen,int,100
USP_QueryStoreWaitStats,MaxSqlTextZeichen,int,4000
USP_QueryStoreWaitStats,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStoreWaitStats,ResultTablesJson,nvarchar(max),NULL
USP_QueryStoreWaitStats,JsonErzeugen,bit,0
USP_QueryStoreWaitStats,Json,nvarchar(max),NULL OUTPUT
USP_QueryStoreWaitStats,PrintMeldungen,bit,1
USP_QueryStoreWaitStats,Hilfe,bit,0
USP_QueryStorePlanChanges,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStorePlanChanges,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStorePlanChanges,HighImpactConfirmed,bit,0
USP_QueryStorePlanChanges,ReferencedDatabaseNames,nvarchar(max),NULL
USP_QueryStorePlanChanges,ReferencedDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStorePlanChanges,QueryId,bigint,NULL
USP_QueryStorePlanChanges,QueryHash,binary(8),NULL
USP_QueryStorePlanChanges,VonUtc,datetime2(7),NULL
USP_QueryStorePlanChanges,NurMehrerePlaene,bit,1
USP_QueryStorePlanChanges,MitPlanXml,bit,0
USP_QueryStorePlanChanges,AnalyseModus,varchar(16),'TOP'
USP_QueryStorePlanChanges,MaxZeilen,int,100
USP_QueryStorePlanChanges,MaxSqlTextZeichen,int,4000
USP_QueryStorePlanChanges,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStorePlanChanges,ResultTablesJson,nvarchar(max),NULL
USP_QueryStorePlanChanges,JsonErzeugen,bit,0
USP_QueryStorePlanChanges,Json,nvarchar(max),NULL OUTPUT
USP_QueryStorePlanChanges,PrintMeldungen,bit,1
USP_QueryStorePlanChanges,Hilfe,bit,0
USP_QueryStoreRegressions,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStoreRegressions,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreRegressions,HighImpactConfirmed,bit,0
USP_QueryStoreRegressions,ReferencedDatabaseNames,nvarchar(max),NULL
USP_QueryStoreRegressions,ReferencedDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreRegressions,QueryId,bigint,NULL
USP_QueryStoreRegressions,QueryHash,binary(8),NULL
USP_QueryStoreRegressions,BaselineVonUtc,datetime2(7),NULL
USP_QueryStoreRegressions,BaselineBisUtc,datetime2(7),NULL
USP_QueryStoreRegressions,VergleichVonUtc,datetime2(7),NULL
USP_QueryStoreRegressions,VergleichBisUtc,datetime2(7),NULL
USP_QueryStoreRegressions,Metrik,varchar(32),'DURATION_AVG'
USP_QueryStoreRegressions,MinAusfuehrungenJeFenster,bigint,1
USP_QueryStoreRegressions,MinRegressionProzent,"decimal(9,2)",20.0
USP_QueryStoreRegressions,AnalyseModus,varchar(16),'TOP'
USP_QueryStoreRegressions,MaxZeilen,int,100
USP_QueryStoreRegressions,MaxSqlTextZeichen,int,4000
USP_QueryStoreRegressions,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStoreRegressions,ResultTablesJson,nvarchar(max),NULL
USP_QueryStoreRegressions,JsonErzeugen,bit,0
USP_QueryStoreRegressions,Json,nvarchar(max),NULL OUTPUT
USP_QueryStoreRegressions,PrintMeldungen,bit,1
USP_QueryStoreRegressions,Hilfe,bit,0
USP_QueryStoreForcedPlans,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStoreForcedPlans,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreForcedPlans,HighImpactConfirmed,bit,0
USP_QueryStoreForcedPlans,ReferencedDatabaseNames,nvarchar(max),NULL
USP_QueryStoreForcedPlans,ReferencedDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreForcedPlans,QueryId,bigint,NULL
USP_QueryStoreForcedPlans,NurMitFehler,bit,0
USP_QueryStoreForcedPlans,MitPlanXml,bit,0
USP_QueryStoreForcedPlans,MaxZeilen,int,100
USP_QueryStoreForcedPlans,MaxSqlTextZeichen,int,4000
USP_QueryStoreForcedPlans,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStoreForcedPlans,ResultTablesJson,nvarchar(max),NULL
USP_QueryStoreForcedPlans,JsonErzeugen,bit,0
USP_QueryStoreForcedPlans,Json,nvarchar(max),NULL OUTPUT
USP_QueryStoreForcedPlans,PrintMeldungen,bit,1
USP_QueryStoreForcedPlans,Hilfe,bit,0
USP_QueryStoreHints,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStoreHints,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreHints,HighImpactConfirmed,bit,0
USP_QueryStoreHints,QueryId,bigint,NULL
USP_QueryStoreHints,NurMitFehler,bit,0
USP_QueryStoreHints,MaxZeilen,int,100
USP_QueryStoreHints,MaxSqlTextZeichen,int,4000
USP_QueryStoreHints,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStoreHints,ResultTablesJson,nvarchar(max),NULL
USP_QueryStoreHints,JsonErzeugen,bit,0
USP_QueryStoreHints,Json,nvarchar(max),NULL OUTPUT
USP_QueryStoreHints,PrintMeldungen,bit,1
USP_QueryStoreHints,Hilfe,bit,0
USP_QueryStoreAnalysis,QueryStoreDatabaseNames,nvarchar(max),NULL
USP_QueryStoreAnalysis,QueryStoreDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreAnalysis,HighImpactConfirmed,bit,0
USP_QueryStoreAnalysis,ReferencedDatabaseNames,nvarchar(max),NULL
USP_QueryStoreAnalysis,ReferencedDatabaseNamePattern,nvarchar(4000),NULL
USP_QueryStoreAnalysis,VonUtc,datetime2(7),NULL
USP_QueryStoreAnalysis,BisUtc,datetime2(7),NULL
USP_QueryStoreAnalysis,MitStatus,bit,1
USP_QueryStoreAnalysis,MitRuntimeStats,bit,1
USP_QueryStoreAnalysis,MitWaitStats,bit,0
USP_QueryStoreAnalysis,MitPlanChanges,bit,0
USP_QueryStoreAnalysis,MitRegressionen,bit,0
USP_QueryStoreAnalysis,MitForcedPlans,bit,0
USP_QueryStoreAnalysis,MitHints,bit,0
USP_QueryStoreAnalysis,MitIQP,bit,0
USP_QueryStoreAnalysis,MaxZeilen,int,100
USP_QueryStoreAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_QueryStoreAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_QueryStoreAnalysis,JsonErzeugen,bit,0
USP_QueryStoreAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_QueryStoreAnalysis,PrintMeldungen,bit,1
USP_QueryStoreAnalysis,Hilfe,bit,0
USP_IntelligentQueryProcessingAnalysis,DatabaseNames,nvarchar(max),NULL
USP_IntelligentQueryProcessingAnalysis,SystemdatenbankenEinbeziehen,bit,0
USP_IntelligentQueryProcessingAnalysis,DatabaseNamePattern,nvarchar(4000),NULL
USP_IntelligentQueryProcessingAnalysis,HighImpactConfirmed,bit,0
USP_IntelligentQueryProcessingAnalysis,MaxZeilen,int,1000
USP_IntelligentQueryProcessingAnalysis,ResultSetArt,varchar(16),'CONSOLE'
USP_IntelligentQueryProcessingAnalysis,ResultTablesJson,nvarchar(max),NULL
USP_IntelligentQueryProcessingAnalysis,JsonErzeugen,bit,0
USP_IntelligentQueryProcessingAnalysis,Json,nvarchar(max),NULL OUTPUT
USP_IntelligentQueryProcessingAnalysis,PrintMeldungen,bit,1
USP_IntelligentQueryProcessingAnalysis,Hilfe,bit,0
USP_IntelligentQueryProcessingAnalysis,StatusCodeOut,varchar(40),NULL OUTPUT
USP_IntelligentQueryProcessingAnalysis,IsPartialOut,bit,NULL OUTPUT
USP_IntelligentQueryProcessingAnalysis,ErrorNumberOut,int,NULL OUTPUT
USP_IntelligentQueryProcessingAnalysis,ErrorMessageOut,nvarchar(2048),NULL OUTPUT
USP_ExtendedEventsSessions,ExtendedEventSessionNames,nvarchar(max),NULL
USP_ExtendedEventsSessions,ExtendedEventSessionNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsSessions,EventNames,nvarchar(max),NULL
USP_ExtendedEventsSessions,EventNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsSessions,TargetNames,nvarchar(max),NULL
USP_ExtendedEventsSessions,TargetNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsSessions,NurLaufend,bit,0
USP_ExtendedEventsSessions,MitLaufzeitstatus,bit,1
USP_ExtendedEventsSessions,MitEvents,bit,1
USP_ExtendedEventsSessions,MitActions,bit,1
USP_ExtendedEventsSessions,MitTargets,bit,1
USP_ExtendedEventsSessions,MitFeldern,bit,0
USP_ExtendedEventsSessions,MaxZeilen,int,5000
USP_ExtendedEventsSessions,ResultSetArt,varchar(16),'CONSOLE'
USP_ExtendedEventsSessions,ResultTablesJson,nvarchar(max),NULL
USP_ExtendedEventsSessions,JsonErzeugen,bit,0
USP_ExtendedEventsSessions,Json,nvarchar(max),NULL OUTPUT
USP_ExtendedEventsSessions,PrintMeldungen,bit,1
USP_ExtendedEventsSessions,Hilfe,bit,0
USP_ExtendedEventsReadEvents,SourceExtendedEventSessionName,nvarchar(258),N'system_health'
USP_ExtendedEventsReadEvents,Quelle,varchar(20),'EVENT_FILE'
USP_ExtendedEventsReadEvents,FilePath,nvarchar(4000),NULL
USP_ExtendedEventsReadEvents,EventNames,nvarchar(max),NULL
USP_ExtendedEventsReadEvents,EventNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsReadEvents,VonUtc,datetime2(7),NULL
USP_ExtendedEventsReadEvents,BisUtc,datetime2(7),NULL
USP_ExtendedEventsReadEvents,MaxZeilen,int,1000
USP_ExtendedEventsReadEvents,MitEventXml,bit,1
USP_ExtendedEventsReadEvents,BestaetigeTargetFlush,bit,0
USP_ExtendedEventsReadEvents,HighImpactConfirmed,bit,0
USP_ExtendedEventsReadEvents,ResultSetArt,varchar(16),'CONSOLE'
USP_ExtendedEventsReadEvents,ResultTablesJson,nvarchar(max),NULL
USP_ExtendedEventsReadEvents,JsonErzeugen,bit,0
USP_ExtendedEventsReadEvents,Json,nvarchar(max),NULL OUTPUT
USP_ExtendedEventsReadEvents,PrintMeldungen,bit,1
USP_ExtendedEventsReadEvents,Hilfe,bit,0
USP_ExtendedEventsDeadlocks,SourceExtendedEventSessionName,nvarchar(258),N'system_health'
USP_ExtendedEventsDeadlocks,Quelle,varchar(20),'AUTO'
USP_ExtendedEventsDeadlocks,FilePath,nvarchar(4000),NULL
USP_ExtendedEventsDeadlocks,VonUtc,datetime2(7),NULL
USP_ExtendedEventsDeadlocks,BisUtc,datetime2(7),NULL
USP_ExtendedEventsDeadlocks,MaxZeilen,int,100
USP_ExtendedEventsDeadlocks,MitDeadlockXml,bit,1
USP_ExtendedEventsDeadlocks,MitProcessDetails,bit,1
USP_ExtendedEventsDeadlocks,MitResourceDetails,bit,1
USP_ExtendedEventsDeadlocks,BestaetigeTargetFlush,bit,0
USP_ExtendedEventsDeadlocks,HighImpactConfirmed,bit,0
USP_ExtendedEventsDeadlocks,ResultSetArt,varchar(16),'CONSOLE'
USP_ExtendedEventsDeadlocks,ResultTablesJson,nvarchar(max),NULL
USP_ExtendedEventsDeadlocks,JsonErzeugen,bit,0
USP_ExtendedEventsDeadlocks,Json,nvarchar(max),NULL OUTPUT
USP_ExtendedEventsDeadlocks,PrintMeldungen,bit,1
USP_ExtendedEventsDeadlocks,Hilfe,bit,0
USP_ExtendedEventsBlockedProcesses,SourceExtendedEventSessionName,nvarchar(258),NULL
USP_ExtendedEventsBlockedProcesses,Quelle,varchar(20),'AUTO'
USP_ExtendedEventsBlockedProcesses,FilePath,nvarchar(4000),NULL
USP_ExtendedEventsBlockedProcesses,VonUtc,datetime2(7),NULL
USP_ExtendedEventsBlockedProcesses,BisUtc,datetime2(7),NULL
USP_ExtendedEventsBlockedProcesses,MaxZeilen,int,200
USP_ExtendedEventsBlockedProcesses,MitReportXml,bit,1
USP_ExtendedEventsBlockedProcesses,MitProcessXml,bit,0
USP_ExtendedEventsBlockedProcesses,BestaetigeTargetFlush,bit,0
USP_ExtendedEventsBlockedProcesses,HighImpactConfirmed,bit,0
USP_ExtendedEventsBlockedProcesses,ResultSetArt,varchar(16),'CONSOLE'
USP_ExtendedEventsBlockedProcesses,ResultTablesJson,nvarchar(max),NULL
USP_ExtendedEventsBlockedProcesses,JsonErzeugen,bit,0
USP_ExtendedEventsBlockedProcesses,Json,nvarchar(max),NULL OUTPUT
USP_ExtendedEventsBlockedProcesses,PrintMeldungen,bit,1
USP_ExtendedEventsBlockedProcesses,Hilfe,bit,0
USP_ExtendedEventsTargetRuntime,ExtendedEventSessionNames,nvarchar(max),NULL
USP_ExtendedEventsTargetRuntime,ExtendedEventSessionNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsTargetRuntime,TargetNames,nvarchar(max),NULL
USP_ExtendedEventsTargetRuntime,TargetNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsTargetRuntime,MitTargetData,bit,0
USP_ExtendedEventsTargetRuntime,MaxTargetDataZeichen,int,4000
USP_ExtendedEventsTargetRuntime,BestaetigeTargetFlush,bit,0
USP_ExtendedEventsTargetRuntime,HighImpactConfirmed,bit,0
USP_ExtendedEventsTargetRuntime,ResultSetArt,varchar(16),'CONSOLE'
USP_ExtendedEventsTargetRuntime,ResultTablesJson,nvarchar(max),NULL
USP_ExtendedEventsTargetRuntime,JsonErzeugen,bit,0
USP_ExtendedEventsTargetRuntime,Json,nvarchar(max),NULL OUTPUT
USP_ExtendedEventsTargetRuntime,PrintMeldungen,bit,1
USP_ExtendedEventsTargetRuntime,Hilfe,bit,0
USP_ExtendedEventsAnalysis,SourceExtendedEventSessionName,nvarchar(258),N'system_health'
USP_ExtendedEventsAnalysis,ExtendedEventSessionNames,nvarchar(max),NULL
USP_ExtendedEventsAnalysis,ExtendedEventSessionNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsAnalysis,EventNames,nvarchar(max),NULL
USP_ExtendedEventsAnalysis,EventNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsAnalysis,TargetNames,nvarchar(max),NULL
USP_ExtendedEventsAnalysis,TargetNamePattern,nvarchar(4000),NULL
USP_ExtendedEventsAnalysis,Quelle,varchar(20),'AUTO'
